x,y,grupo
5.173332355924644,5.761592021745209,grupo 1
5.583270506828905,4.245511658031505,grupo 1
5.66425580164392,4.100121745876101,grupo 1
5.0935715128782695,4.7969498624411795,grupo 1
2.828683027479931,4.035517126773818,grupo 1
5.335023976730141,3.2184866743254728,grupo 1
4.442489850683379,6.96801731475205,grupo 1
6.460485022972806,2.958389240807296,grupo 1
4.7705938217973065,5.508239799790719,grupo 1
5.659558797286624,3.556362285907353,grupo 1
5.280496166537441,5.073555046576721,grupo 1
5.09361914692176,5.939033970567288,grupo 1
5.733479983076986,4.711568971398146,grupo 1
5.11993233661739,5.7945099802732605,grupo 1
6.195785674944938,3.7904042745246773,grupo 1
5.3695002786216826,4.392822182052475,grupo 1
4.2974504548175325,4.141785463061937,grupo 1
1.741956112797737,6.392286981340677,grupo 1
7.876435870704116,2.188509117225577,grupo 1
4.915254550657272,4.745064053214851,grupo 1
6.643585798677072,6.0232603199457415,grupo 1
7.091758839804639,3.1326739359644185,grupo 1
6.363528673869033,3.6257521432196214,grupo 1
4.540307606111524,3.9117176880987308,grupo 1
5.633154209395927,5.050823771716,grupo 1
5.737016032399286,3.608232930871962,grupo 1
2.0704608795428507,3.943750745331154,grupo 1
4.7745044574360636,5.003398638715516,grupo 1
7.785113341336993,4.104644816065862,grupo 1
5.853802104542537,4.634283652210195,grupo 1
5.212743123311629,5.554779909019997,grupo 1
4.263028504725592,6.200839690205371,grupo 1
6.721716018247863,5.568783684541585,grupo 1
5.114562653173986,5.396632261906695,grupo 1
4.390833906183493,5.233534712873578,grupo 1
4.213386208144247,3.3615579295472813,grupo 1
4.926729271242557,6.430127593812848,grupo 1
7.54717301228903,1.68351728556057,grupo 1
3.8712969788978406,7.904916340178319,grupo 1
3.5678767216140592,5.497450576437375,grupo 1
7.803130021658668,3.141476289401557,grupo 1
8.481936519083034,3.583036128861376,grupo 1
6.784845330977105,1.5539295412530052,grupo 1
2.592291045642804,6.5561062307995925,grupo 1
6.021413100146213,2.6927228574992075,grupo 1
4.547224303749894,5.536540505635936,grupo 1
3.680792884561241,5.5248735491280545,grupo 1
4.1106570799823015,6.544377129524694,grupo 1
3.7356318481560686,6.479131656112934,grupo 1
4.99063364898231,4.92363447894774,grupo 1
2.8316247217656825,4.5730784869597185,grupo 1
6.031642953215316,2.936328328214767,grupo 1
7.761908000773104,1.6164870516579128,grupo 1
5.216438972761463,4.915591655193696,grupo 1
4.540691214028525,5.607211871496493,grupo 1
5.804168567115539,5.164606914408343,grupo 1
7.2183984908058925,4.409374197295679,grupo 1
5.582857721460315,3.022554352382046,grupo 1
3.8263614739013954,5.147729637273284,grupo 1
4.576722291793863,5.037500763780905,grupo 1
4.68202639238157,5.442124385946833,grupo 1
3.933492968005938,6.014837368928562,grupo 1
4.915716888800441,5.879900120877618,grupo 1
5.274606192186864,5.772212271236402,grupo 1
5.5426107598209935,5.798419749830124,grupo 1
4.420243459548544,3.939431015255399,grupo 1
3.4330855879567355,6.338066292298201,grupo 1
4.306840445641688,4.509708687721499,grupo 1
2.988274427893739,3.3059515290535844,grupo 1
4.966528095900802,4.7231384276465675,grupo 1
4.5208909799403045,5.515861694691391,grupo 1
5.452880751101298,4.9697681778491205,grupo 1
7.396517133752407,4.792731063537152,grupo 1
4.103964471484009,5.174653640374352,grupo 1
3.1543247108690906,9.12855275080948,grupo 1
4.961927813538841,4.445556733232101,grupo 1
5.903829265532709,3.8456196995728265,grupo 1
4.185828969763111,6.069044706458005,grupo 1
6.18303450499073,3.5739449720417573,grupo 1
4.845580884398805,3.603610592039778,grupo 1
5.110328826184493,3.9925396473927437,grupo 1
5.321696324037899,4.263454201551508,grupo 1
6.405729226979564,5.074487160972037,grupo 1
5.380833528205207,4.5104370479758185,grupo 1
5.242318322130513,6.130455298281124,grupo 1
4.070839543817245,4.545597618741079,grupo 1
4.7179926647542745,5.155603902980128,grupo 1
5.975617633620485,2.587535505993961,grupo 1
6.702919303138083,3.941042811929547,grupo 1
3.1152032489531036,3.9303870472614566,grupo 1
4.491863181051737,3.992855536862063,grupo 1
4.4236756305514895,4.734802708147885,grupo 1
5.478468779390768,4.886729584041213,grupo 1
4.574133457018901,4.940291035413967,grupo 1
5.180314505999461,3.2545473699581398,grupo 1
5.820052350864993,4.948570547413891,grupo 1
5.766078254813623,6.33108708510378,grupo 1
4.584682512313929,6.541044088100525,grupo 1
7.019154555987177,4.418116778233053,grupo 1
7.921100666749758,1.9688863969396682,grupo 1
6.064522832028951,3.2084954045056246,grupo 1
3.672365936391962,6.509243912875764,grupo 1
2.3026927166785733,4.280389252351974,grupo 1
7.2548640721072495,2.7372393995597544,grupo 1
2.846506718108428,7.630144786588351,grupo 1
3.678354954045656,7.771098398601376,grupo 1
4.766539838953199,5.96901652175839,grupo 1
3.5601841020324967,7.717256650895236,grupo 1
3.5106637151550473,5.974482229391194,grupo 1
4.041439237663365,5.817692972373214,grupo 1
4.475889731502561,4.841643353695864,grupo 1
4.861861027797114,4.82388214108457,grupo 1
4.522281149525116,3.514435566593748,grupo 1
3.9355554498914005,4.106552286745837,grupo 1
4.940696267959766,3.7611081628441205,grupo 1
5.856756514994851,2.9270491567127195,grupo 1
4.73844522123635,4.334625228166156,grupo 1
5.687758292537395,3.0278772102929192,grupo 1
5.255985428649957,3.4024069581230347,grupo 1
5.950266581325129,3.328794288679948,grupo 1
5.391969394862254,6.078717835610457,grupo 1
5.331548455418111,3.907472049006728,grupo 1
6.082497377930735,3.8465436850106407,grupo 1
4.372728150708837,6.930548449969608,grupo 1
3.8792237699949794,5.365423562728709,grupo 1
4.567410707329202,5.031472020771198,grupo 1
4.652206448957329,5.479668127424234,grupo 1
1.7966720812435613,4.609331328964534,grupo 1
5.529779164097154,5.18932599801606,grupo 1
3.957839845048388,6.191463262991045,grupo 1
6.987399303117502,4.68419007087209,grupo 1
4.461168475315079,3.987080210393546,grupo 1
3.5731916831143744,7.559064293478851,grupo 1
6.6103983091772065,1.7704944978360833,grupo 1
6.489004898400873,3.8539616794754776,grupo 1
5.029841585512968,3.5557671180123736,grupo 1
5.63321657935769,5.54565081521338,grupo 1
5.421113752610282,6.097650220419844,grupo 1
7.0764873987992365,3.6600699711128453,grupo 1
5.981368658622485,3.2041675516774704,grupo 1
4.4990258983167974,6.46237813367861,grupo 1
4.898159493343671,3.971377056793653,grupo 1
3.906572249671263,5.178480220168177,grupo 1
4.139247396346954,2.229876900496483,grupo 1
4.681125849189586,4.768365222509809,grupo 1
4.552090968923809,6.7302697082471425,grupo 1
4.047398393090234,4.561458020172268,grupo 1
